ID_Venda,Data,ID_Cliente,ID_Produto,Quantidade,Canal_Venda,Produto,Categoria,Preco_Unitario,Custo_Unitario,Valor_Total,Custo_Total,Lucro
2330,2024-11-04,1866,4,3,Loja Física,Home Theater Sony 5.1,Eletrônicos,4001.32,2408.43,12003.960000000001,7225.289999999999,4778.670000000002
2331,2021-01-13,1526,12,6,Loja Física,Teclado Mecânico Redragon,Informática,1629.36,1125.69,9776.16,6754.14,3022.0199999999995
2332,2025-06-27,1298,25,4,Online,Mesa de Jantar 6 Lugares,Móveis,4117.42,2372.87,16469.68,9491.48,6978.200000000001
2333,2020-06-26,2749,13,4,Online,Monitor LG 27'' IPS,Informática,5017.08,2994.25,20068.32,11977.0,8091.32
2334,2023-08-22,2581,25,4,Loja Física,Mesa de Jantar 6 Lugares,Móveis,4117.42,2372.87,16469.68,9491.48,6978.200000000001
2335,2022-03-18,2925,4,2,Online,Home Theater Sony 5.1,Eletrônicos,4001.32,2408.43,8002.64,4816.86,3185.7800000000007
2336,2025-10-28,1430,20,3,Online,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,10350.210000000001,6035.25,4314.960000000001
2337,2024-01-11,2550,29,2,Online,Cama Box Queen Ortobom,Móveis,6270.45,4371.0,12540.9,8742.0,3798.8999999999996
2338,2021-11-15,1481,18,4,Online,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,17307.4,11927.68,5379.720000000001
2339,2021-08-21,2264,1,5,Online,Smart TV Samsung 55'' 4K,Eletrônicos,6923.22,4245.0,34616.1,21225.0,13391.099999999999
2340,2022-04-09,146,16,7,Online,Roteador TP-Link Archer AX,Informática,6915.56,4809.12,48408.920000000006,33663.84,14745.080000000009
2341,2021-12-19,2075,6,6,Online,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,45806.520000000004,31639.44,14167.080000000005
2342,2021-11-24,1926,1,2,Online,Smart TV Samsung 55'' 4K,Eletrônicos,6923.22,4245.0,13846.44,8490.0,5356.4400000000005
2343,2024-10-07,882,18,4,Online,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,17307.4,11927.68,5379.720000000001
2344,2024-11-08,2492,17,6,Loja Física,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,3280.0199999999995,2245.2599999999998,1034.7599999999998
2345,2021-01-01,2047,23,2,Online,Freezer Vertical Consul,Eletrodomésticos,5877.12,3587.57,11754.24,7175.14,4579.099999999999
2346,2021-02-13,1787,29,6,Online,Cama Box Queen Ortobom,Móveis,6270.45,4371.0,37622.7,26226.0,11396.699999999997
2347,2025-07-25,677,28,2,Online,Rack para TV até 65'',Móveis,6228.14,3817.63,12456.28,7635.26,4821.02
2348,2022-10-07,2161,9,2,Online,Notebook Dell Inspiron i7,Informática,1086.29,653.25,2172.58,1306.5,866.0799999999999
2349,2025-05-02,2781,18,3,Online,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,12980.550000000001,8945.76,4034.790000000001
2350,2021-04-20,1232,20,6,Online,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,20700.420000000002,12070.5,8629.920000000002
2351,2021-05-26,775,26,4,Loja Física,Cadeira Escritório Presidente,Móveis,1944.73,1335.92,7778.92,5343.68,2435.24
2352,2025-08-22,103,16,6,Loja Física,Roteador TP-Link Archer AX,Informática,6915.56,4809.12,41493.36,28854.72,12638.64
2353,2024-05-25,259,29,3,Online,Cama Box Queen Ortobom,Móveis,6270.45,4371.0,18811.35,13113.0,5698.3499999999985
2354,2023-03-14,1031,24,6,Loja Física,Sofá Retrátil 3 Lugares,Móveis,3375.09,2300.64,20250.54,13803.84,6446.700000000001
2355,2023-07-30,940,17,7,Loja Física,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,3826.6899999999996,2619.47,1207.2199999999998
2356,2024-11-17,2515,27,7,Online,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,35231.91,21250.11,13981.800000000003
2357,2021-08-02,2628,17,6,Online,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,3280.0199999999995,2245.2599999999998,1034.7599999999998
2358,2022-11-17,935,3,4,Online,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,7305.68,4073.16,3232.5200000000004
2359,2024-01-15,2660,8,6,Online,Console Xbox Series X,Eletrônicos,4071.16,2400.49,24426.96,14402.939999999999,10024.02
2360,2023-11-18,342,26,4,Loja Física,Cadeira Escritório Presidente,Móveis,1944.73,1335.92,7778.92,5343.68,2435.24
2361,2024-03-23,807,27,2,Online,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,10066.26,6071.46,3994.8
2362,2023-07-09,1282,22,6,Online,Máquina de Lavar LG 12kg,Eletrodomésticos,4764.16,2799.74,28584.96,16798.44,11786.52
2363,2022-01-15,40,16,1,Loja Física,Roteador TP-Link Archer AX,Informática,6915.56,4809.12,6915.56,4809.12,2106.4400000000005
2364,2023-06-16,2653,28,7,Online,Rack para TV até 65'',Móveis,6228.14,3817.63,43596.98,26723.41,16873.570000000003
2365,2021-11-02,81,24,6,Loja Física,Sofá Retrátil 3 Lugares,Móveis,3375.09,2300.64,20250.54,13803.84,6446.700000000001
2366,2022-10-21,149,2,5,Online,Smart TV LG 50'' UHD,Eletrônicos,6407.56,3703.13,32037.800000000003,18515.65,13522.150000000001
2367,2024-07-19,2326,16,3,Loja Física,Roteador TP-Link Archer AX,Informática,6915.56,4809.12,20746.68,14427.36,6319.32
2368,2023-04-08,559,27,3,Loja Física,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,15099.39,9107.19,5992.199999999999
2369,2022-05-30,623,8,3,Online,Console Xbox Series X,Eletrônicos,4071.16,2400.49,12213.48,7201.469999999999,5012.01
2370,2020-03-27,1673,28,2,Loja Física,Rack para TV até 65'',Móveis,6228.14,3817.63,12456.28,7635.26,4821.02
2371,2025-04-08,1913,3,4,Online,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,7305.68,4073.16,3232.5200000000004
2372,2021-09-25,594,25,6,Online,Mesa de Jantar 6 Lugares,Móveis,4117.42,2372.87,24704.52,14237.22,10467.300000000001
2373,2025-04-13,1274,1,1,Online,Smart TV Samsung 55'' 4K,Eletrônicos,6923.22,4245.0,6923.22,4245.0,2678.2200000000003
2374,2021-04-05,2222,8,1,Loja Física,Console Xbox Series X,Eletrônicos,4071.16,2400.49,4071.16,2400.49,1670.67
2375,2021-04-15,2452,27,2,Online,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,10066.26,6071.46,3994.8
2376,2024-10-27,1950,3,1,Loja Física,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,1826.42,1018.29,808.1300000000001
2377,2025-12-10,758,28,2,Loja Física,Rack para TV até 65'',Móveis,6228.14,3817.63,12456.28,7635.26,4821.02
2378,2022-05-09,2789,12,2,Loja Física,Teclado Mecânico Redragon,Informática,1629.36,1125.69,3258.72,2251.38,1007.3399999999997
2379,2023-11-15,2965,20,7,Online,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,24150.49,14082.25,10068.240000000002
2380,2020-03-21,1932,25,2,Online,Mesa de Jantar 6 Lugares,Móveis,4117.42,2372.87,8234.84,4745.74,3489.1000000000004
2381,2020-12-09,2449,6,4,Online,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,30537.68,21092.96,9444.720000000001
2382,2022-08-14,1467,11,1,Online,Mouse Logitech MX Master,Informática,5112.4,3396.06,5112.4,3396.06,1716.3399999999997
2383,2021-11-25,2339,11,2,Loja Física,Mouse Logitech MX Master,Informática,5112.4,3396.06,10224.8,6792.12,3432.6799999999994
2384,2021-09-02,2705,5,1,Online,TV Box Xiaomi Mi S,Eletrônicos,7523.39,4542.05,7523.39,4542.05,2981.34
2385,2020-07-07,2297,1,5,Online,Smart TV Samsung 55'' 4K,Eletrônicos,6923.22,4245.0,34616.1,21225.0,13391.099999999999
2386,2023-04-12,1963,4,6,Online,Home Theater Sony 5.1,Eletrônicos,4001.32,2408.43,24007.920000000002,14450.579999999998,9557.340000000004
2387,2021-05-17,58,26,4,Online,Cadeira Escritório Presidente,Móveis,1944.73,1335.92,7778.92,5343.68,2435.24
2388,2025-09-17,541,20,7,Online,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,24150.49,14082.25,10068.240000000002
2389,2022-09-24,2501,18,2,Loja Física,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,8653.7,5963.84,2689.8600000000006
2390,2020-06-27,1403,5,4,Online,TV Box Xiaomi Mi S,Eletrônicos,7523.39,4542.05,30093.56,18168.2,11925.36
2391,2021-10-18,2653,23,5,Online,Freezer Vertical Consul,Eletrodomésticos,5877.12,3587.57,29385.6,17937.850000000002,11447.749999999996
2392,2020-10-23,1030,8,5,Loja Física,Console Xbox Series X,Eletrônicos,4071.16,2400.49,20355.8,12002.449999999999,8353.35
2393,2025-09-10,1696,22,7,Loja Física,Máquina de Lavar LG 12kg,Eletrodomésticos,4764.16,2799.74,33349.119999999995,19598.18,13750.939999999995
2394,2023-09-02,2844,2,1,Online,Smart TV LG 50'' UHD,Eletrônicos,6407.56,3703.13,6407.56,3703.13,2704.4300000000003
2395,2021-01-11,1545,5,6,Online,TV Box Xiaomi Mi S,Eletrônicos,7523.39,4542.05,45140.340000000004,27252.300000000003,17888.04
2396,2023-04-29,77,6,4,Online,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,30537.68,21092.96,9444.720000000001
2397,2023-10-25,1198,26,5,Online,Cadeira Escritório Presidente,Móveis,1944.73,1335.92,9723.65,6679.6,3044.0499999999993
2398,2020-02-21,2615,15,1,Loja Física,SSD Kingston 1TB NVMe,Informática,5336.48,3570.73,5336.48,3570.73,1765.7499999999995
2399,2024-08-21,368,2,1,Online,Smart TV LG 50'' UHD,Eletrônicos,6407.56,3703.13,6407.56,3703.13,2704.4300000000003
2400,2020-01-04,2567,10,6,Online,Notebook Lenovo ThinkPad i5,Informática,6720.74,3840.64,40324.44,23043.84,17280.600000000002
2401,2025-03-14,1747,22,2,Loja Física,Máquina de Lavar LG 12kg,Eletrodomésticos,4764.16,2799.74,9528.32,5599.48,3928.84
2402,2023-01-15,1890,4,2,Online,Home Theater Sony 5.1,Eletrônicos,4001.32,2408.43,8002.64,4816.86,3185.7800000000007
2403,2021-10-25,2901,14,1,Loja Física,Impressora HP LaserJet,Informática,4354.16,2728.75,4354.16,2728.75,1625.4099999999999
2404,2020-11-03,1541,2,7,Online,Smart TV LG 50'' UHD,Eletrônicos,6407.56,3703.13,44852.920000000006,25921.91,18931.010000000006
2405,2022-08-15,1640,13,6,Online,Monitor LG 27'' IPS,Informática,5017.08,2994.25,30102.48,17965.5,12136.98
2406,2022-05-15,1091,12,4,Loja Física,Teclado Mecânico Redragon,Informática,1629.36,1125.69,6517.44,4502.76,2014.6799999999994
2407,2024-12-26,194,6,7,Online,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,53440.94,36912.68,16528.260000000002
2408,2025-09-23,1014,3,7,Loja Física,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,12784.94,7128.03,5656.910000000001
2409,2023-01-12,1996,11,6,Loja Física,Mouse Logitech MX Master,Informática,5112.4,3396.06,30674.399999999998,20376.36,10298.039999999997
2410,2022-05-22,2654,28,3,Online,Rack para TV até 65'',Móveis,6228.14,3817.63,18684.420000000002,11452.89,7231.5300000000025
2411,2023-11-06,28,4,3,Online,Home Theater Sony 5.1,Eletrônicos,4001.32,2408.43,12003.960000000001,7225.289999999999,4778.670000000002
2412,2020-05-28,1450,19,2,Online,Fogão Consul 5 Bocas,Eletrodomésticos,5102.69,3248.45,10205.38,6496.9,3708.4799999999996
2413,2023-11-14,1974,29,2,Online,Cama Box Queen Ortobom,Móveis,6270.45,4371.0,12540.9,8742.0,3798.8999999999996
2414,2020-01-29,241,9,6,Online,Notebook Dell Inspiron i7,Informática,1086.29,653.25,6517.74,3919.5,2598.24
2415,2022-05-19,1912,25,2,Loja Física,Mesa de Jantar 6 Lugares,Móveis,4117.42,2372.87,8234.84,4745.74,3489.1000000000004
2416,2024-12-10,623,8,4,Loja Física,Console Xbox Series X,Eletrônicos,4071.16,2400.49,16284.64,9601.96,6682.68
2417,2020-01-11,1154,22,1,Loja Física,Máquina de Lavar LG 12kg,Eletrodomésticos,4764.16,2799.74,4764.16,2799.74,1964.42
2418,2024-04-29,2316,3,5,Loja Física,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,9132.1,5091.45,4040.6500000000005
2419,2025-10-14,2096,3,3,Loja Física,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,5479.26,3054.87,2424.3900000000003
2420,2020-04-27,2335,11,4,Online,Mouse Logitech MX Master,Informática,5112.4,3396.06,20449.6,13584.24,6865.359999999999
2421,2023-02-05,289,24,2,Online,Sofá Retrátil 3 Lugares,Móveis,3375.09,2300.64,6750.18,4601.28,2148.9000000000005
2422,2021-07-09,1065,12,4,Online,Teclado Mecânico Redragon,Informática,1629.36,1125.69,6517.44,4502.76,2014.6799999999994
2423,2024-09-25,1165,20,3,Online,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,10350.210000000001,6035.25,4314.960000000001
2424,2022-06-13,2071,12,7,Online,Teclado Mecânico Redragon,Informática,1629.36,1125.69,11405.519999999999,7879.83,3525.6899999999987
2425,2020-04-17,311,16,6,Online,Roteador TP-Link Archer AX,Informática,6915.56,4809.12,41493.36,28854.72,12638.64
2426,2023-11-21,2467,1,6,Loja Física,Smart TV Samsung 55'' 4K,Eletrônicos,6923.22,4245.0,41539.32,25470.0,16069.32
2427,2020-02-14,2377,1,6,Loja Física,Smart TV Samsung 55'' 4K,Eletrônicos,6923.22,4245.0,41539.32,25470.0,16069.32
2428,2020-11-26,2848,23,7,Online,Freezer Vertical Consul,Eletrodomésticos,5877.12,3587.57,41139.84,25112.99,16026.849999999995
2429,2020-04-29,1505,19,5,Online,Fogão Consul 5 Bocas,Eletrodomésticos,5102.69,3248.45,25513.449999999997,16242.25,9271.199999999997
2430,2022-04-10,1564,28,3,Online,Rack para TV até 65'',Móveis,6228.14,3817.63,18684.420000000002,11452.89,7231.5300000000025
2431,2024-04-21,955,5,5,Online,TV Box Xiaomi Mi S,Eletrônicos,7523.39,4542.05,37616.950000000004,22710.25,14906.700000000004
2432,2020-05-26,2805,7,4,Online,Console PlayStation 5,Eletrônicos,5960.31,3348.83,23841.24,13395.32,10445.920000000002
2433,2025-06-10,1582,6,6,Online,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,45806.520000000004,31639.44,14167.080000000005
2434,2022-05-14,2838,20,7,Loja Física,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,24150.49,14082.25,10068.240000000002
2435,2024-11-10,1613,8,3,Online,Console Xbox Series X,Eletrônicos,4071.16,2400.49,12213.48,7201.469999999999,5012.01
2436,2022-04-14,1059,19,1,Loja Física,Fogão Consul 5 Bocas,Eletrodomésticos,5102.69,3248.45,5102.69,3248.45,1854.2399999999998
2437,2021-10-01,2556,13,4,Loja Física,Monitor LG 27'' IPS,Informática,5017.08,2994.25,20068.32,11977.0,8091.32
2438,2023-08-26,1304,16,7,Online,Roteador TP-Link Archer AX,Informática,6915.56,4809.12,48408.920000000006,33663.84,14745.080000000009
2439,2020-01-19,1285,11,5,Loja Física,Mouse Logitech MX Master,Informática,5112.4,3396.06,25562.0,16980.3,8581.7
2440,2022-11-15,2144,12,5,Online,Teclado Mecânico Redragon,Informática,1629.36,1125.69,8146.799999999999,5628.450000000001,2518.3499999999985
2441,2022-06-14,2724,17,1,Loja Física,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,546.67,374.21,172.45999999999998
2442,2021-11-24,1151,12,6,Loja Física,Teclado Mecânico Redragon,Informática,1629.36,1125.69,9776.16,6754.14,3022.0199999999995
2443,2021-10-28,1647,21,5,Online,Lava e Seca Samsung 11kg,Eletrodomésticos,7766.06,4873.27,38830.3,24366.350000000002,14463.95
2444,2020-06-04,1139,26,2,Online,Cadeira Escritório Presidente,Móveis,1944.73,1335.92,3889.46,2671.84,1217.62
2445,2023-09-13,541,17,7,Online,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,3826.6899999999996,2619.47,1207.2199999999998
2446,2022-12-21,1001,16,7,Loja Física,Roteador TP-Link Archer AX,Informática,6915.56,4809.12,48408.920000000006,33663.84,14745.080000000009
2447,2020-02-12,1006,6,4,Loja Física,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,30537.68,21092.96,9444.720000000001
2448,2025-08-23,1774,18,4,Loja Física,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,17307.4,11927.68,5379.720000000001
2449,2022-12-03,2597,7,4,Online,Console PlayStation 5,Eletrônicos,5960.31,3348.83,23841.24,13395.32,10445.920000000002
2450,2023-03-22,2389,11,6,Online,Mouse Logitech MX Master,Informática,5112.4,3396.06,30674.399999999998,20376.36,10298.039999999997
2451,2025-03-01,1825,2,7,Loja Física,Smart TV LG 50'' UHD,Eletrônicos,6407.56,3703.13,44852.920000000006,25921.91,18931.010000000006
2452,2023-03-25,2641,3,1,Online,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,1826.42,1018.29,808.1300000000001
2453,2024-11-11,2940,9,7,Online,Notebook Dell Inspiron i7,Informática,1086.29,653.25,7604.03,4572.75,3031.2799999999997
2454,2021-07-03,2767,13,6,Online,Monitor LG 27'' IPS,Informática,5017.08,2994.25,30102.48,17965.5,12136.98
2455,2021-03-18,2447,18,2,Loja Física,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,8653.7,5963.84,2689.8600000000006
2456,2024-12-07,2835,2,4,Loja Física,Smart TV LG 50'' UHD,Eletrônicos,6407.56,3703.13,25630.24,14812.52,10817.720000000001
2457,2021-01-24,1280,16,1,Online,Roteador TP-Link Archer AX,Informática,6915.56,4809.12,6915.56,4809.12,2106.4400000000005
2458,2025-03-24,137,12,5,Online,Teclado Mecânico Redragon,Informática,1629.36,1125.69,8146.799999999999,5628.450000000001,2518.3499999999985
2459,2024-12-05,2723,8,1,Online,Console Xbox Series X,Eletrônicos,4071.16,2400.49,4071.16,2400.49,1670.67
2460,2021-10-17,249,20,3,Loja Física,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,10350.210000000001,6035.25,4314.960000000001
2461,2021-08-25,1348,14,3,Loja Física,Impressora HP LaserJet,Informática,4354.16,2728.75,13062.48,8186.25,4876.23
2462,2021-10-03,1296,23,6,Loja Física,Freezer Vertical Consul,Eletrodomésticos,5877.12,3587.57,35262.72,21525.420000000002,13737.3
2463,2024-10-11,453,17,3,Loja Física,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,1640.0099999999998,1122.6299999999999,517.3799999999999
2464,2021-07-01,2458,22,2,Loja Física,Máquina de Lavar LG 12kg,Eletrodomésticos,4764.16,2799.74,9528.32,5599.48,3928.84
2465,2022-02-14,1182,29,5,Online,Cama Box Queen Ortobom,Móveis,6270.45,4371.0,31352.25,21855.0,9497.25
2466,2025-07-18,1536,25,5,Online,Mesa de Jantar 6 Lugares,Móveis,4117.42,2372.87,20587.1,11864.349999999999,8722.75
2467,2021-03-06,1196,19,5,Online,Fogão Consul 5 Bocas,Eletrodomésticos,5102.69,3248.45,25513.449999999997,16242.25,9271.199999999997
2468,2023-12-17,605,7,4,Loja Física,Console PlayStation 5,Eletrônicos,5960.31,3348.83,23841.24,13395.32,10445.920000000002
2469,2024-07-05,395,1,6,Loja Física,Smart TV Samsung 55'' 4K,Eletrônicos,6923.22,4245.0,41539.32,25470.0,16069.32
2470,2023-05-30,1184,25,5,Online,Mesa de Jantar 6 Lugares,Móveis,4117.42,2372.87,20587.1,11864.349999999999,8722.75
2471,2025-01-08,422,8,6,Online,Console Xbox Series X,Eletrônicos,4071.16,2400.49,24426.96,14402.939999999999,10024.02
2472,2022-07-16,1351,10,3,Loja Física,Notebook Lenovo ThinkPad i5,Informática,6720.74,3840.64,20162.22,11521.92,8640.300000000001
2473,2021-10-21,1417,15,4,Online,SSD Kingston 1TB NVMe,Informática,5336.48,3570.73,21345.92,14282.92,7062.999999999998
2474,2020-11-09,2334,27,4,Loja Física,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,20132.52,12142.92,7989.6
2475,2025-03-03,2143,2,5,Online,Smart TV LG 50'' UHD,Eletrônicos,6407.56,3703.13,32037.800000000003,18515.65,13522.150000000001
2476,2025-03-14,1222,12,7,Online,Teclado Mecânico Redragon,Informática,1629.36,1125.69,11405.519999999999,7879.83,3525.6899999999987
2477,2024-11-04,1807,6,5,Loja Física,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,38172.1,26366.199999999997,11805.900000000001
2478,2022-08-07,126,18,5,Loja Física,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,21634.25,14909.6,6724.65
2479,2023-03-19,902,4,3,Loja Física,Home Theater Sony 5.1,Eletrônicos,4001.32,2408.43,12003.960000000001,7225.289999999999,4778.670000000002
2480,2025-03-04,219,17,3,Online,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,1640.0099999999998,1122.6299999999999,517.3799999999999
2481,2022-12-01,476,7,1,Online,Console PlayStation 5,Eletrônicos,5960.31,3348.83,5960.31,3348.83,2611.4800000000005
2482,2024-09-15,957,10,1,Online,Notebook Lenovo ThinkPad i5,Informática,6720.74,3840.64,6720.74,3840.64,2880.1
2483,2023-08-07,1178,26,2,Online,Cadeira Escritório Presidente,Móveis,1944.73,1335.92,3889.46,2671.84,1217.62
2484,2020-06-12,2187,19,7,Online,Fogão Consul 5 Bocas,Eletrodomésticos,5102.69,3248.45,35718.829999999994,22739.149999999998,12979.679999999997
2485,2024-12-09,637,1,6,Loja Física,Smart TV Samsung 55'' 4K,Eletrônicos,6923.22,4245.0,41539.32,25470.0,16069.32
2486,2021-10-30,969,4,3,Online,Home Theater Sony 5.1,Eletrônicos,4001.32,2408.43,12003.960000000001,7225.289999999999,4778.670000000002
2487,2024-10-25,1306,27,6,Online,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,30198.78,18214.38,11984.399999999998
2488,2021-08-06,2300,25,3,Online,Mesa de Jantar 6 Lugares,Móveis,4117.42,2372.87,12352.26,7118.61,5233.650000000001
2489,2023-02-06,825,15,6,Online,SSD Kingston 1TB NVMe,Informática,5336.48,3570.73,32018.879999999997,21424.38,10594.499999999996
2490,2023-10-06,1598,12,5,Loja Física,Teclado Mecânico Redragon,Informática,1629.36,1125.69,8146.799999999999,5628.450000000001,2518.3499999999985
2491,2020-02-27,2201,17,5,Online,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,2733.35,1871.05,862.3
2492,2022-06-06,1469,20,2,Loja Física,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,6900.14,4023.5,2876.6400000000003
2493,2022-11-21,2594,19,3,Online,Fogão Consul 5 Bocas,Eletrodomésticos,5102.69,3248.45,15308.07,9745.349999999999,5562.720000000001
2494,2023-05-31,1913,27,6,Loja Física,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,30198.78,18214.38,11984.399999999998
2495,2024-12-30,561,18,5,Online,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,21634.25,14909.6,6724.65
2496,2022-03-14,1463,2,1,Online,Smart TV LG 50'' UHD,Eletrônicos,6407.56,3703.13,6407.56,3703.13,2704.4300000000003
2497,2024-10-21,2328,18,7,Loja Física,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,30287.950000000004,20873.440000000002,9414.510000000002
2498,2022-02-09,1139,12,5,Loja Física,Teclado Mecânico Redragon,Informática,1629.36,1125.69,8146.799999999999,5628.450000000001,2518.3499999999985
2499,2021-04-07,84,7,2,Online,Console PlayStation 5,Eletrônicos,5960.31,3348.83,11920.62,6697.66,5222.960000000001
2500,2022-03-31,1783,18,1,Online,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,4326.85,2981.92,1344.9300000000003
2501,2025-09-16,210,5,6,Online,TV Box Xiaomi Mi S,Eletrônicos,7523.39,4542.05,45140.340000000004,27252.300000000003,17888.04
2502,2022-09-23,827,27,4,Online,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,20132.52,12142.92,7989.6
2503,2021-01-16,1396,22,3,Online,Máquina de Lavar LG 12kg,Eletrodomésticos,4764.16,2799.74,14292.48,8399.22,5893.26
2504,2025-10-02,246,7,5,Online,Console PlayStation 5,Eletrônicos,5960.31,3348.83,29801.550000000003,16744.15,13057.400000000001
2505,2021-11-12,1266,20,4,Online,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,13800.28,8047.0,5753.280000000001
2506,2025-02-28,978,7,6,Loja Física,Console PlayStation 5,Eletrônicos,5960.31,3348.83,35761.86,20092.98,15668.880000000001
2507,2022-01-31,1560,17,6,Loja Física,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,3280.0199999999995,2245.2599999999998,1034.7599999999998
2508,2024-03-07,1054,14,4,Online,Impressora HP LaserJet,Informática,4354.16,2728.75,17416.64,10915.0,6501.639999999999
2509,2024-08-10,601,14,1,Online,Impressora HP LaserJet,Informática,4354.16,2728.75,4354.16,2728.75,1625.4099999999999
2510,2025-12-09,2414,2,7,Loja Física,Smart TV LG 50'' UHD,Eletrônicos,6407.56,3703.13,44852.920000000006,25921.91,18931.010000000006
2511,2021-07-11,2431,6,7,Online,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,53440.94,36912.68,16528.260000000002
2512,2023-08-18,1443,10,3,Loja Física,Notebook Lenovo ThinkPad i5,Informática,6720.74,3840.64,20162.22,11521.92,8640.300000000001
2513,2020-03-26,506,20,7,Online,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,24150.49,14082.25,10068.240000000002
2514,2024-06-11,547,19,5,Online,Fogão Consul 5 Bocas,Eletrodomésticos,5102.69,3248.45,25513.449999999997,16242.25,9271.199999999997
2515,2023-04-27,1808,28,1,Online,Rack para TV até 65'',Móveis,6228.14,3817.63,6228.14,3817.63,2410.51
2516,2023-07-21,492,22,1,Online,Máquina de Lavar LG 12kg,Eletrodomésticos,4764.16,2799.74,4764.16,2799.74,1964.42
2517,2024-08-04,1776,14,4,Online,Impressora HP LaserJet,Informática,4354.16,2728.75,17416.64,10915.0,6501.639999999999
2518,2021-06-24,968,7,2,Online,Console PlayStation 5,Eletrônicos,5960.31,3348.83,11920.62,6697.66,5222.960000000001
2519,2024-05-03,2530,2,6,Loja Física,Smart TV LG 50'' UHD,Eletrônicos,6407.56,3703.13,38445.36,22218.78,16226.580000000002
2520,2021-03-19,221,18,4,Online,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,17307.4,11927.68,5379.720000000001
2521,2021-09-10,1286,4,1,Online,Home Theater Sony 5.1,Eletrônicos,4001.32,2408.43,4001.32,2408.43,1592.8900000000003
2522,2021-09-10,1324,16,6,Loja Física,Roteador TP-Link Archer AX,Informática,6915.56,4809.12,41493.36,28854.72,12638.64
2523,2023-05-06,1567,11,1,Online,Mouse Logitech MX Master,Informática,5112.4,3396.06,5112.4,3396.06,1716.3399999999997
2524,2023-05-05,655,17,4,Loja Física,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,2186.68,1496.84,689.8399999999999
2525,2021-01-12,841,28,6,Online,Rack para TV até 65'',Móveis,6228.14,3817.63,37368.840000000004,22905.78,14463.060000000005
